MS	Hinds	Jackson	Woodville Heights	276672	86	-90.264664917101;32.264710014372,-90.264108917101;32.266139014374,-90.2635189171;32.266672012421,-90.2629869171;32.267176012421,-90.2628579171;32.267271012422,-90.2627759171;32.267295012421,-90.2627229171;32.267299012422,-90.262631917099;32.267279012421,-90.262176917099;32.267084014374,-90.262015917099;32.267052014374,-90.261874917099;32.267053012421,-90.261327917098;32.267126014374,-90.261390917098;32.267448014375,-90.261416917098;32.267646014375,-90.261415917098;32.267847014375,-90.261337917098;32.268398014376,-90.261299917098;32.268576014376,-90.261198917098;32.269084012423,-90.261190917098;32.269129012423,-90.261009917098;32.269100012423,-90.260829917098;32.269087014376,-90.260224917097;32.269076012423,-90.259123917096;32.269081014376,-90.259116917096;32.269045014376,-90.259102917096;32.268910014376,-90.259080917096;32.268805014376,-90.259022917096;32.268666012423,-90.258840917096;32.268298012422,-90.258617917096;32.267978012422,-90.258417917096;32.267781014375,-90.258249917095;32.267650014375,-90.257768917095;32.267336012422,-90.257677917095;32.267263014375,-90.257152917094;32.266837014374,-90.256918917094;32.266659014374,-90.256809917094;32.266557012421,-90.256678917094;32.266408014374,-90.256317917094;32.265887014373,-90.256204917093;32.26570801242,-90.256084917093;32.26548201242,-90.256007917093;32.26530701242,-90.255708917093;32.264488014372,-90.254783917092;32.26238901437,-90.254417917092;32.261591014369,-90.254005917091;32.260641014368,-90.253652917091;32.259675014368,-90.253190917091;32.258756014367,-90.253163917091;32.258703012413,-90.252977917091;32.258437014366,-90.25244091709;32.257789012413,-90.251599917089;32.256834014365,-90.251056917089;32.256251012411,-90.250655917088;32.255839014364,-90.250534917088;32.255748014364,-90.250403917088;32.255672014364,-90.250239917088;32.255595014364,-90.250003917088;32.255446014364,-90.249141917087;32.25505401241,-90.248393917086;32.254673014363,-90.248130917086;32.254494014363,-90.247448917085;32.253894014362,-90.249532917087;32.253921012409,-90.249711917087;32.253924014362,-90.251641917089;32.253953014362,-90.25251791709;32.253911012409,-90.25269191709;32.253896014362,-90.253433917091;32.253831014362,-90.256144917093;32.253577014362,-90.256351917094;32.253552014362,-90.256707917094;32.253503014362,-90.256841917094;32.253474014362,-90.257128917094;32.253400014362,-90.257552917095;32.253272014362,-90.259979917097;32.252478012408,-90.261377917098;32.25201201436,-90.262609063584;32.25161282686,-90.264341495226;32.254915576863,-90.2635599171;32.26188201437,-90.263701917101;32.261849012416,-90.263898917101;32.26242001437,-90.264157917101;32.263126012418,-90.264476917101;32.264015014372,-90.264696917101;32.264608012419,-90.264710917101;32.264664012419,-90.264691917101;32.264699014372,-90.264664917101;32.264710014372
MS	Hinds	Jackson	Sunkist	275618	31	-90.266343918079;32.239460013372,-90.26633091808;32.241805013374,-90.266328918079;32.242255013375,-90.26632491808;32.242813013375,-90.266300918079;32.246511013379,-90.266280918079;32.249121013381,-90.266271918079;32.250016013382,-90.266274918079;32.250209013382,-90.266273918079;32.250362013382,-90.266253918079;32.250409013382,-90.266224918079;32.250434013382,-90.266179918079;32.250455013382,-90.261377918075;32.252012013384,-90.259979918074;32.252478013384,-90.257552918071;32.253272013385,-90.257128918071;32.253400013385,-90.256841918071;32.253474013385,-90.256707918071;32.253503013385,-90.25635191807;32.253552013385,-90.25614491807;32.253577013385,-90.253433918068;32.253831013386,-90.253345937488;32.253838720579,-90.253600918068;32.239445013372,-90.25656691807;32.239448013372,-90.257048918071;32.239449013372,-90.257580918071;32.239450013372,-90.260633918074;32.239458013372,-90.260723918074;32.239459013372,-90.261606918075;32.239461013372,-90.264217918078;32.239468013372,-90.266343918079;32.239460013372
MS	Hinds	Jackson	Daniel Lake-Mason Blvd	273432	25	-90.227403943096;32.248092009631,-90.227383917067;32.248129014357,-90.227199917066;32.248473012404,-90.226707917066;32.249329014358,-90.226368917066;32.249892014358,-90.226333917066;32.249951012405,-90.225735917065;32.250945014359,-90.225081917065;32.25204701436,-90.225047771601;32.252104990512,-90.221058684743;32.251624377638,-90.218848767404;32.251624377638,-90.214132917054;32.251968012407,-90.213942917054;32.251970012407,-90.213113917053;32.250982014359,-90.213027917053;32.250809014359,-90.212988917053;32.250570012406,-90.212926917053;32.250365014359,-90.212913917053;32.250226014359,-90.212924917053;32.250000014358,-90.212941917053;32.249936014358,-90.213794917054;32.246950012403,-90.214025917054;32.246147014355,-90.214823560822;32.245862807433,-90.221769015317;32.245862807433,-90.227403943096;32.248092009631
MS	Hinds	Jackson	Scotland Heights	275320	44	-90.201958917043;32.291188014397,-90.201353917042;32.291976014398,-90.201050917042;32.292381014398,-90.200516917042;32.293074012446,-90.199884917041;32.293891012446,-90.192773997112;32.293909004634,-90.192794917034;32.293046014399,-90.192797917034;32.292821014398,-90.192801917034;32.292536014398,-90.192805917034;32.292185014398,-90.192815917034;32.291222012444,-90.192858917034;32.289499012442,-90.192880917035;32.288941014395,-90.192897917035;32.288440012441,-90.192871917034;32.288430012441,-90.192823917035;32.288411014394,-90.192776917034;32.288393012441,-90.192421917034;32.288313014394,-90.192918917035;32.28736101244,-90.192934917035;32.286409012439,-90.192960917035;32.285411014391,-90.192956917035;32.285147014391,-90.192952917035;32.284686012438,-90.192961917035;32.284469014391,-90.192964917035;32.284411014391,-90.192983917035;32.284067012437,-90.193529917035;32.28416101439,-90.195844917037;32.284569012438,-90.195914917037;32.284581012438,-90.19858891704;32.285041014391,-90.199639917041;32.285222014391,-90.200924917042;32.285389012438,-90.203547917044;32.285686014392,-90.205497917046;32.285894014392,-90.206080917047;32.285964014392,-90.206154917047;32.285975012439,-90.206114917047;32.286022014392,-90.205701917046;32.286446012439,-90.205384917046;32.286791014393,-90.204659917046;32.287697014394,-90.204112917045;32.288406014394,-90.203013917044;32.289797012442,-90.202396917043;32.290600014396,-90.201958917043;32.291188014397
MS	Hinds	Jackson	Still Creek	275576	9	-90.267703725722;32.283052559225,-90.261034378152;32.282723316889,-90.259729232994;32.278932180954,-90.261468601801;32.278080245212,-90.263599593521;32.277369914639,-90.264941329049;32.276028179111,-90.265335957145;32.27618603035,-90.267466948865;32.279500906358,-90.267703725722;32.283052559225
MS	Hinds	Jackson	Northbrook	274761	125	-90.179736917022;32.374007014234,-90.179692918975;32.379479014239,-90.179683917022;32.38027901424,-90.179674917022;32.38079501424,-90.1796742471;32.380904527912,-90.174349274439;32.380904527912,-90.173805176782;32.379816332599,-90.171861967796;32.379194506426,-90.171858917015;32.385413014245,-90.170775917014;32.385440014245,-90.170267918967;32.385453014245,-90.169996489279;32.385457496667,-90.169996489279;32.37810630916,-90.162531149428;32.37810630916,-90.162297917006;32.378492014238,-90.162014917006;32.378943014239,-90.161185918958;32.380297012287,-90.161185918958;32.38029701424,-90.160656918958;32.381173012288,-90.159528918957;32.382982012289,-90.157861917002;32.385703012292,-90.146249561522;32.385476740807,-90.146258918944;32.385409012291,-90.146311916991;32.385066012291,-90.146475916991;32.38411601229,-90.146564918945;32.38364601229,-90.146820918945;32.382314012289,-90.147025918945;32.381370012288,-90.147201918945;32.38035401424,-90.147201918945;32.380354012287,-90.147267918945;32.37998901424,-90.147536916992;32.378612014238,-90.148071916993;32.375800014236,-90.148508918946;32.373558014234,-90.148649916993;32.372941014233,-90.148702918946;32.372584014233,-90.149505916994;32.368449014229,-90.149757916994;32.367162014228,-90.149799918947;32.366949014228,-90.149846916994;32.366706014227,-90.149854916994;32.366666014227,-90.149862916994;32.366624014227,-90.149904916995;32.366410014227,-90.149961916994;32.366104014227,-90.150002916995;32.365890014227,-90.150280918948;32.365928014226,-90.150986916996;32.366037014227,-90.151799916996;32.366139014227,-90.15212291895;32.366213014227,-90.15242791895;32.366268014227,-90.152594916997;32.366289014227,-90.15272391895;32.366305014227,-90.153785916998;32.366296014227,-90.154016916998;32.366277014227,-90.154287916999;32.366231014227,-90.154506916999;32.366176014227,-90.155314918953;32.365844014226,-90.155702917;32.365705014226,-90.155887917;32.365668014226,-90.156146917;32.365668014226,-90.156331917001;32.365678014226,-90.156460918954;32.365705014226,-90.156645918954;32.365761014226,-90.157070917001;32.365973014226,-90.157948918955;32.366342014227,-90.158280917002;32.366542014227,-90.158483918956;32.366665014227,-90.159103917003;32.366979014228,-90.159906918957;32.367330014228,-90.160267918957;32.367526014228,-90.160563917004;32.367618014228,-90.160942918958;32.367766014228,-90.161676917005;32.367906014228,-90.162286918959;32.367980014228,-90.162757917007;32.368007014228,-90.164032917008;32.367980014228,-90.166402918963;32.367990014228,-90.16680891701;32.368027014229,-90.167187917011;32.368073014229,-90.167658917011;32.368156014229,-90.167824917011;32.368202014229,-90.168000917011;32.368230014229,-90.168222917012;32.368243014229,-90.168333917012;32.368294014229,-90.168432917012;32.368373014229,-90.168477917012;32.368410014229,-90.168510917012;32.368440014229,-90.168573918965;32.368498014229,-90.168623918965;32.368529014229,-90.168776918965;32.368627014229,-90.169035918965;32.368812014229,-90.169349917013;32.368950014229,-90.169543917013;32.369015014229,-90.170042918966;32.369144014229,-90.170268918967;32.36924001423,-90.170412918967;32.36931901423,-90.170524917014;32.36941801423,-90.170720918967;32.36959001423,-90.170849917014;32.36967301423,-90.170970917014;32.36973701423,-90.171152918967;32.36976801423,-90.171311917014;32.36978401423,-90.171561917015;32.36983001423,-90.172023918968;32.36993101423,-90.172263918968;32.36996801423,-90.172531917016;32.36997701423,-90.172910917016;32.36997701423,-90.173159918969;32.36993101423,-90.17349291897;32.36988501423,-90.17435191897;32.36988501423,-90.174721918971;32.36990401423,-90.175072917018;32.36994101423,-90.175506918971;32.37000501423,-90.175889918972;32.37014101423,-90.176408917019;32.370327014231,-90.176916918973;32.370561014231,-90.17711391702;32.370712014231,-90.17777891702;32.371371014232,-90.178179918974;32.371680014232,-90.178665918974;32.371982014232,-90.178934917021;32.372159014232,-90.179591917022;32.372487014233,-90.179722917022;32.372538014233,-90.179733918975;32.373788014234,-90.179736917022;32.374007014234
MS	Hinds	Jackson	Lakewood Drive	276415	62	-90.259123918073;32.2690810134,-90.258040918072;32.2690640134,-90.257230918071;32.2690520134,-90.25637991807;32.2690470134,-90.254947918069;32.2690310134,-90.254573918069;32.2689760134,-90.254306918068;32.2689170134,-90.253686918068;32.268746013399,-90.253358918067;32.268638013399,-90.253212918067;32.268614013399,-90.253075918067;32.268602013399,-90.251909918066;32.268579013399,-90.250790918065;32.268584013399,-90.249955918064;32.268573013399,-90.249506918064;32.268577013399,-90.248501918063;32.268574013399,-90.246885497089;32.268569079269,-90.246950918061;32.257605013389,-90.246954918061;32.257324013389,-90.246966918061;32.256371013388,-90.246985918061;32.255479013387,-90.246996918061;32.255021013387,-90.247008918061;32.253891013386,-90.247448918062;32.253894013386,-90.248130918063;32.254494013386,-90.248393918063;32.254673013386,-90.249141918064;32.255054013387,-90.250003918064;32.255446013387,-90.250239918064;32.255595013387,-90.250403918065;32.255672013387,-90.250534918065;32.255748013387,-90.250655918065;32.255839013387,-90.251056918065;32.256251013388,-90.251599918066;32.256834013388,-90.252440918066;32.257789013389,-90.252977918067;32.25843701339,-90.253163918067;32.25870301339,-90.253190918067;32.25875601339,-90.253652918068;32.259675013391,-90.254005918068;32.260641013392,-90.254417918068;32.261591013393,-90.254783918069;32.262389013394,-90.25570891807;32.264488013395,-90.25600791807;32.265307013396,-90.25608491807;32.265482013396,-90.25620491807;32.265708013397,-90.25631791807;32.265887013397,-90.256678918071;32.266408013397,-90.256809918071;32.266557013397,-90.256918918071;32.266659013398,-90.257152918071;32.266837013398,-90.257677918071;32.267263013398,-90.257768918072;32.267336013398,-90.258249918072;32.267650013398,-90.258417918072;32.267781013398,-90.258617918072;32.267978013399,-90.258840918072;32.268298013399,-90.259022918073;32.268666013399,-90.259080918073;32.2688050134,-90.259102918073;32.2689100134,-90.259116918073;32.2690450134,-90.259123918073;32.2690810134
MS	Hinds	Jackson	Citizens Southwest	273256	390	-90.266426917103;32.224803012142,-90.265777917102;32.224803012142,-90.2634559171;32.224815014095,-90.262672917099;32.224811014095,-90.260515917098;32.224819014095,-90.258818917096;32.224817014095,-90.257300917094;32.224837014095,-90.255855598734;32.224818523861,-90.255830233499;32.226713162534,-90.255659754984;32.23944709614,-90.253600917091;32.239445014109,-90.251240917089;32.239442012156,-90.249871917088;32.239437012156,-90.249025917087;32.239437012156,-90.247858917086;32.239441014109,-90.245899917084;32.239433012156,-90.244599917083;32.239433012156,-90.241234917079;32.239431012156,-90.239883917078;32.239438014109,-90.239436917078;32.239466012156,-90.239086917078;32.239510014109,-90.238658917077;32.239599014109,-90.238434917077;32.239662014109,-90.237416917076;32.239998014109,-90.237253917076;32.240052012156,-90.237109917076;32.240101014109,-90.237119917076;32.240293012156,-90.237156917076;32.240502012157,-90.237087917076;32.240811012157,-90.237091917076;32.24088701411,-90.237158917076;32.24117101411,-90.237242917076;32.241399012157,-90.237249917076;32.241471014111,-90.237210917076;32.241684014111,-90.237220917076;32.241828012158,-90.237293917076;32.242126014111,-90.237320917076;32.242488012158,-90.237343917076;32.242562012159,-90.237399917076;32.242707014112,-90.237440917076;32.242962014112,-90.237431917076;32.243052012159,-90.237390917076;32.243146012159,-90.237382917076;32.243297014112,-90.237383917076;32.243737014113,-90.237435917076;32.244229014113,-90.237467917076;32.24434701216,-90.237506917076;32.244420014113,-90.237648917076;32.244576014113,-90.237801917076;32.244706014114,-90.238129917077;32.244920014114,-90.238484917077;32.245034012161,-90.238560917077;32.245080014114,-90.238809917077;32.245274012161,-90.239162917078;32.245563014114,-90.239265917078;32.245621014114,-90.239447917078;32.245671012161,-90.239533917078;32.245711014114,-90.239813917078;32.245936012162,-90.239932917078;32.246005014115,-90.240132917078;32.246081014115,-90.240324917079;32.246148012162,-90.240571917079;32.246260014115,-90.240754917079;32.246387014115,-90.240894917079;32.246456012162,-90.241082917079;32.246592012162,-90.24137791708;32.246743014116,-90.24145591708;32.246809014116,-90.24161291708;32.246988014116,-90.24179591708;32.247117014116,-90.24200191708;32.247284014116,-90.242403917081;32.247569014116,-90.242614917081;32.247674014116,-90.242801917081;32.247807012163,-90.243037917081;32.248018014117,-90.243202917081;32.248106014117,-90.243286917081;32.248202014117,-90.243339917081;32.248274012164,-90.243401917082;32.248319012164,-90.243596917082;32.248389012164,-90.243759917082;32.248501014117,-90.244013917082;32.248768014117,-90.244201430754;32.248905012164,-90.253434399513;32.24884502193,-90.253345936622;32.253838721153,-90.25269191709;32.253896014122,-90.25251791709;32.253911012169,-90.251641917089;32.253953014122,-90.249711917087;32.253924014122,-90.249532917087;32.253921012169,-90.247448917085;32.253894014122,-90.247008917085;32.253891012169,-90.246996917085;32.25502101217,-90.246985917085;32.255479014124,-90.246966917085;32.256371014124,-90.246954917085;32.257324012172,-90.246950917085;32.257605014126,-90.246885497163;32.268569080542,-90.248501917086;32.268574012183,-90.249506917087;32.268577014136,-90.249955917088;32.268573014136,-90.250790917088;32.268584012183,-90.25190991709;32.268579014136,-90.253075917091;32.268602014136,-90.253143917091;32.268647014136,-90.253246917091;32.268765012183,-90.253330917091;32.268882012183,-90.253365917091;32.268984014136,-90.253400917091;32.269398012184,-90.253382917091;32.270809014138,-90.253373917091;32.271782014139,-90.253369917091;32.27248101414,-90.253368917091;32.272593012186,-90.253341917091;32.274585012188,-90.253330917091;32.275510014142,-90.253322917091;32.27662901219,-90.253301917091;32.278858012192,-90.253299917091;32.279442012193,-90.253317917091;32.279864014146,-90.253479354591;32.281562773913,-90.248445874117;32.283368262196,-90.245999180756;32.283999666494,-90.243567917082;32.284248012197,-90.243568917082;32.28420401415,-90.243582917082;32.28338301415,-90.243549917082;32.283069014149,-90.243454917082;32.282701014149,-90.242992917081;32.281175014148,-90.242974917081;32.281026014147,-90.243000917081;32.280849014147,-90.243064917081;32.280668014147,-90.243281917081;32.280153012194,-90.243629917082;32.279323014146,-90.243776917082;32.278967014146,-90.243886917082;32.278602014145,-90.243958917082;32.278265014145,-90.243979917082;32.278167012192,-90.244056917082;32.277702012191,-90.244083917082;32.277457014144,-90.244092917082;32.277105014144,-90.244076917082;32.276883014144,-90.244032917082;32.27654301219,-90.244017917082;32.276334014143,-90.244010917082;32.275389012189,-90.244029917082;32.274511012188,-90.244689917083;32.274515014141,-90.245239917083;32.274511012188,-90.246188917084;32.274510014141,-90.247026917085;32.274493014141,-90.247893395601;32.274488859845,-90.247893395601;32.2733447075,-90.245209924896;32.273265781718,-90.245145430755;32.268557814917,-90.244538917083;32.268557014136,-90.243727917082;32.268550014136,-90.242672917081;32.268552014136,-90.24168991708;32.268534014136,-90.240817917079;32.268536014136,-90.239853917078;32.268536014136,-90.238815917077;32.268522014136,-90.238662917077;32.268523014136,-90.236710917075;32.268512012183,-90.236148917075;32.268501014136,-90.235012917074;32.268505014136,-90.235017917074;32.268544014136,-90.235045917074;32.268747012183,-90.235176917074;32.269286014136,-90.235314917074;32.269777014137,-90.235576917074;32.270797014138,-90.235682917074;32.271221014138,-90.235820917075;32.271704014139,-90.235951917075;32.272214014139,-90.236067917075;32.27265501414,-90.236212917075;32.27323101414,-90.236247917075;32.27345401414,-90.236302917075;32.274262014141,-90.236367917075;32.275279014142,-90.236385917075;32.275529012189,-90.236440917075;32.276141014143,-90.236463917075;32.276381014143,-90.236545917075;32.276941014144,-90.236639917075;32.277298014144,-90.237142917076;32.278813014145,-90.237212917076;32.279075014146,-90.237236917076;32.279248012193,-90.237245917076;32.279367014146,-90.237238917076;32.280106014147,-90.237232917076;32.280685012194,-90.237244917076;32.28335101415,-90.237275917076;32.284067012197,-90.237275917076;32.28411801415,-90.232316917071;32.28394301415,-90.229266948318;32.283683963369,-90.227271352613;32.282974418446,-90.227271917067;32.283031012196,-90.227275917067;32.283079014149,-90.226781917066;32.283023012196,-90.226899180738;32.285578178214,-90.227135958082;32.287788096185,-90.224520524486;32.286894834465,-90.221828727608;32.286606428215,-90.218848524481;32.286221885246,-90.21731035651;32.28612575048,-90.215868321353;32.28583734423,-90.214736434633;32.285048451651,-90.214665710024;32.284836277823,-90.213876454163;32.284047021963,-90.213639676819;32.283020988759,-90.213323973694;32.281679252429,-90.212245919006;32.279848014146,-90.211927532287;32.278896016099,-90.210943104551;32.277872209457,-90.209604280331;32.276375879377,-90.208619852596;32.275903352033,-90.207832309627;32.275430826642,-90.207714178767;32.275037055157,-90.207714178767;32.27448577586,-90.208462344783;32.273501348125,-90.208895493221;32.272477541483,-90.209289264706;32.271178096169,-90.209368018612;32.270311799294,-90.209446772519;32.269091107886,-90.209446772519;32.268307312964,-90.20952691705;32.268308012183,-90.20979891705;32.268310012183,-90.210101919004;32.268313012183,-90.210278919004;32.268315012182,-90.210633919004;32.268320012182,-90.210858917051;32.268323012182,-90.211356917052;32.268326012182,-90.211551919005;32.268333012183,-90.211870917052;32.268337012182,-90.212028919006;32.268340012182,-90.212687919006;32.268350012183,-90.213721919007;32.268362012183,-90.214109919007;32.268370012183,-90.218326917058;32.268400012182,-90.218389919011;32.268403012183,-90.218375917058;32.268448012183,-90.218087917058;32.269175012183,-90.217775917058;32.269887012184,-90.21746591901;32.270622012185,-90.217438917057;32.270691012185,-90.21710291901;32.271428012185,-90.216811471744;32.272101490702,-90.220506206123;32.272918510234,-90.220451983466;32.268418037573,-90.22026491706;32.268417014136,-90.21966591706;32.268414012183,-90.218443917058;32.268405012182,-90.218389919011;32.268403012183,-90.218403917058;32.268357014136,-90.218648917059;32.267572014135,-90.218705917059;32.267361012182,-90.219111917059;32.265875014133,-90.219423917059;32.264739014132,-90.219641917059;32.263851014131,-90.21980991706;32.263243014131,-90.21985791706;32.263094014131,-90.22033691706;32.26189301413,-90.22051391706;32.261449014129,-90.221039917061;32.260116012175,-90.221425917061;32.259141012174,-90.221742917061;32.258349014126,-90.222148917062;32.257326014125,-90.222193917062;32.257328012172,-90.223240917063;32.257358014125,-90.224335917064;32.257360014125,-90.224837917064;32.257354014125,-90.225077917064;32.257350014125,-90.225948917065;32.257372014125,-90.225964917065;32.257373012172,-90.226881917066;32.257421014125,-90.227349917067;32.257441012172,-90.227566917067;32.257432014125,-90.227946917067;32.257424014125,-90.229342917068;32.257429014125,-90.229794917069;32.257429014125,-90.23071291707;32.257443012172,-90.23064004207;32.253430012169,-90.229670917069;32.253424014122,-90.227645917067;32.253382014122,-90.227156917066;32.253361014122,-90.226181917066;32.253349014122,-90.225277917065;32.253357014122,-90.225013917064;32.253334014122,-90.224793917064;32.253290012168,-90.224617917064;32.253238014122,-90.224472917064;32.253179012168,-90.224428917064;32.253161014122,-90.224985917064;32.252210014121,-90.225081917065;32.25204701412,-90.225735917065;32.250945014119,-90.226333917066;32.249951012165,-90.226368917066;32.249892014118,-90.226707917066;32.249329014118,-90.227199917066;32.248473012164,-90.227383917067;32.248129014117,-90.227751917067;32.247449012163,-90.227999917067;32.246990014116,-90.228526917068;32.246017014115,-90.228751917068;32.245598014114,-90.229273917068;32.24463901216,-90.229454917069;32.24428701216,-90.230156917069;32.242989014112,-90.23054191707;32.242264012158,-90.23080391707;32.241807014111,-90.23131591707;32.24085901411,-90.231540917071;32.240424012157,-90.231816917071;32.239930014109,-90.232137917071;32.239324012155,-90.232276571368;32.239071273874,-90.21930443659;32.235318228949,-90.219047917059;32.235244014105,-90.223499766672;32.22611951019,-90.227981745192;32.218467353933,-90.230605340898;32.215515809008,-90.233775520588;32.211908363692,-90.236399116294;32.210268615644,-90.25542019053;32.210159299238,-90.261432598739;32.213985377366,-90.2632909796;32.215843758227,-90.265914577259;32.221418900811,-90.266351842884;32.222840016046,-90.266426917103;32.224803012142::-90.224512917064;32.282978012196,-90.217980585027;32.282894707508,-90.217980585027;32.280369088366,-90.214325917054;32.277322014144,-90.214596917055;32.27692201219,-90.214759919008;32.27671701219,-90.214881919008;32.27651501219,-90.215058919008;32.27611501219,-90.215791919009;32.274420012188,-90.21643291901;32.272986012187,-90.21651091901;32.272796012187,-90.216512022525;32.272793459452,-90.217270254948;32.273392062968,-90.222321495187;32.273549914531,-90.222400420968;32.274339170391,-90.223347528391;32.275128426251,-90.224136784251;32.275365203595,-90.225478518627;32.275523055158,-90.225478518627;32.281758178211,-90.225715295971;32.282389584461,-90.225992917065;32.283006014149,-90.224511917064;32.283023012196,-90.224512917064;32.282978012196::-90.24919491904;32.224685014095,-90.249194917087;32.224685014095,-90.24864926279;32.224677490657,-90.247308917085;32.224659012142,-90.245372917083;32.224667014095,-90.243804917082;32.224674014095,-90.243172917081;32.224675014095,-90.24133091708;32.224676012142,-90.240643762782;32.224673221126,-90.239607917078;32.224669014095,-90.239460917078;32.224953014095,-90.239306919031;32.225200014095,-90.238790917077;32.225928014096,-90.238616917077;32.226148014096,-90.237942917076;32.227080014097,-90.237653919029;32.227514014098,-90.237399917076;32.227923014098,-90.237195917076;32.228291014098,-90.236986919029;32.228691014099,-90.236683919028;32.229319014099,-90.236494919028;32.2297530141,-90.235855919028;32.231435014101,-90.235521442465;32.232309416446,-90.230371907304;32.23029867621,-90.234318188557;32.222090410577,-90.240107919032;32.223139014093,-90.240606917079;32.221124014092,-90.240779917079;32.220428014091,-90.240982917079;32.21959801409,-90.241122917079;32.21910501409,-90.241284919033;32.218671014089,-90.241543919033;32.218036014089,-90.24175891708;32.217526014088,-90.242113499112;32.216685232837,-90.246924012788;32.216758676197,-90.249787610447;32.216802394947,-90.251366122167;32.217197021901,-90.254207444435;32.218065203542,-90.254286370217;32.221853633233,-90.250892569432;32.221853633233,-90.250892569432;32.22382677386,-90.248998354587;32.22366892425,-90.24919491904;32.224685014095
MS	Hinds	Jackson	McCluer Road	274456	50	-90.300841917135;32.239634014109,-90.300809917135;32.24139301411,-90.300791917135;32.242727012159,-90.300771917135;32.243916014113,-90.300760917135;32.244489014113,-90.300755917135;32.244887014114,-90.300739948385;32.245906059037,-90.288098106576;32.245965410599,-90.288177030404;32.248569955524,-90.284151825323;32.248569955524,-90.284151825323;32.245886484818,-90.278390255005;32.246123262162,-90.266303411243;32.24612677388,-90.266324917103;32.242813012159,-90.266328917103;32.242255014111,-90.266330917103;32.241805014111,-90.266343917103;32.239460012156,-90.264217917101;32.239468012156,-90.261606917099;32.239461014109,-90.260723917098;32.239459014109,-90.260633917098;32.239458012156,-90.257580917095;32.239450012156,-90.257048917094;32.239449014109,-90.256566917094;32.239448014109,-90.255659754984;32.23944709614,-90.255830233499;32.226713162534,-90.255855598734;32.224818523861,-90.257300917094;32.224837014095,-90.258818917096;32.224817014095,-90.260515917098;32.224819014095,-90.262672917099;32.224811014095,-90.2634559171;32.224815014095,-90.265777917102;32.224803012142,-90.266426917103;32.224803012142,-90.266414917103;32.225695014096,-90.266407917103;32.227035014097,-90.266376919056;32.231874012149,-90.273580919063;32.231888012149,-90.276298919065;32.231914014102,-90.278393919067;32.231685012148,-90.279167919068;32.231941014102,-90.284488919073;32.231966012149,-90.29195991908;32.231972012149,-90.295552919083;32.232021014102,-90.295658919083;32.239588014109,-90.295926917131;32.239589014109,-90.296144917131;32.239591014109,-90.297023917131;32.239600014109,-90.297426917132;32.239606012156,-90.300841917135;32.239634014109
MS	Hinds	Jackson	Imberlain Park	274086	42	-90.141963917964;32.380057013503,-90.141960917964;32.380821013504,-90.141958917964;32.381186013504,-90.141944917964;32.382592013505,-90.141933917964;32.383407013506,-90.140871697544;32.383014851385,-90.140094414599;32.382529049545,-90.139122810917;32.381751766599,-90.138054046867;32.381751766599,-90.13688812245;32.381265964758,-90.136110839504;32.380197200709,-90.135722198032;32.379517078131,-90.134922917957;32.378058013501,-90.135028917957;32.378058013501,-90.135207917957;32.378058013501,-90.135781917958;32.378059013501,-90.13761491796;32.378076013501,-90.13826591796;32.378068013501,-90.138610917961;32.378073013501,-90.138919917961;32.378078013501,-90.139345917961;32.378080013501,-90.139507917961;32.378090013501,-90.139619917961;32.378107013501,-90.139663917961;32.378125013501,-90.139696917962;32.378157013501,-90.139717917962;32.378200013501,-90.139752917962;32.378340013502,-90.139780917962;32.378772013502,-90.139803917962;32.378866013502,-90.139846917962;32.378966013502,-90.140008917962;32.379273013502,-90.140252917962;32.379695013503,-90.140346917962;32.379793013503,-90.140421917962;32.379843013503,-90.140487917962;32.379874013503,-90.140571917962;32.379899013503,-90.140666917962;32.379914013503,-90.140812917963;32.379917013503,-90.141457917963;32.379905013503,-90.141642917963;32.379917013503,-90.141808917964;32.379968013503,-90.141963917964;32.380057013503
